game,seed,player,profile,score,animals,animal_ids,area_bonus,width,height,density
126,20260835,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
127,20260836,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
127,20260836,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
128,20260837,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
128,20260837,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
129,20260838,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
129,20260838,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
130,20260839,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
130,20260839,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
131,20260840,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
131,20260840,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
132,20260841,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
132,20260841,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,4,1.0
133,20260842,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
133,20260842,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
134,20260843,Spelare A,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,6,3,0.8889
134,20260843,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
135,20260844,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
135,20260844,Spelare B,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
136,20260845,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
136,20260845,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
137,20260846,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
137,20260846,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
138,20260847,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,5,4,0.8
138,20260847,Spelare B,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,3,6,0.8889
139,20260848,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
139,20260848,Spelare B,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,6,4,0.6667
140,20260849,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
140,20260849,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
141,20260850,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
141,20260850,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
142,20260851,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
142,20260851,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
143,20260852,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
143,20260852,Spelare B,balanced,25,5,"baver,fiskgjuse,groda,radjur,trana",2,6,3,0.8889
144,20260853,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
144,20260853,Spelare B,balanced,26,5,"baver,fiskgjuse,lo,radjur,trana",0,4,4,1.0
145,20260854,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
145,20260854,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
146,20260855,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
146,20260855,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,5,4,0.8
147,20260856,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,6,0.6667
147,20260856,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
148,20260857,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
148,20260857,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
149,20260858,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
149,20260858,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
150,20260859,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
150,20260859,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
151,20260860,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,7,0.5714
151,20260860,Spelare B,balanced,24,5,"fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
152,20260861,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
152,20260861,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
153,20260862,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
153,20260862,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
154,20260863,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,5,4,0.8
154,20260863,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
155,20260864,Spelare A,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,6,3,0.8889
155,20260864,Spelare B,balanced,28,5,"baver,fiskgjuse,lo,radjur,trana",2,6,3,0.8889
156,20260865,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
156,20260865,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
157,20260866,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
157,20260866,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
158,20260867,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
158,20260867,Spelare B,balanced,28,5,"baver,fiskgjuse,lo,radjur,trana",2,3,6,0.8889
159,20260868,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
159,20260868,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
160,20260869,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
160,20260869,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
161,20260870,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,5,4,0.8
161,20260870,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
162,20260871,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
162,20260871,Spelare B,balanced,28,5,"baver,fiskgjuse,lo,radjur,trana",2,6,3,0.8889
163,20260872,Spelare A,balanced,23,5,"baver,fiskgjuse,groda,radjur,trana",0,3,6,0.8889
163,20260872,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
164,20260873,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,6,3,0.8889
164,20260873,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
165,20260874,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
165,20260874,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
166,20260875,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
166,20260875,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
167,20260876,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
167,20260876,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
168,20260877,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
168,20260877,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
169,20260878,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
169,20260878,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
170,20260879,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
170,20260879,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
171,20260880,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
171,20260880,Spelare B,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,6,3,0.8889
172,20260881,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
172,20260881,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
173,20260882,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,4,1.0
173,20260882,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
174,20260883,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
174,20260883,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
175,20260884,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
175,20260884,Spelare B,balanced,28,5,"baver,fiskgjuse,lo,radjur,trana",2,3,6,0.8889
176,20260885,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
176,20260885,Spelare B,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,6,3,0.8889
177,20260886,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
177,20260886,Spelare B,balanced,25,5,"fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
178,20260887,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
178,20260887,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
179,20260888,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
179,20260888,Spelare B,balanced,23,5,"baver,fiskgjuse,groda,radjur,trana",0,6,3,0.8889
180,20260889,Spelare A,balanced,24,5,"baver,groda,lo,radjur,trana",2,3,6,0.8889
180,20260889,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
181,20260890,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
181,20260890,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
182,20260891,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
182,20260891,Spelare B,balanced,28,5,"baver,fiskgjuse,lo,radjur,trana",2,6,4,0.6667
183,20260892,Spelare A,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,6,3,0.8889
183,20260892,Spelare B,balanced,26,5,"baver,fiskgjuse,lo,radjur,trana",0,6,4,0.6667
184,20260893,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
184,20260893,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
185,20260894,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
185,20260894,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
186,20260895,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
186,20260895,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
187,20260896,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
187,20260896,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
188,20260897,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
188,20260897,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
189,20260898,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
189,20260898,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
190,20260899,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,7,3,0.7619
190,20260899,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
191,20260900,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
191,20260900,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,4,0.6667
192,20260901,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,6,3,0.8889
192,20260901,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
193,20260902,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,4,0.6667
193,20260902,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
194,20260903,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
194,20260903,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
195,20260904,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
195,20260904,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
196,20260905,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
196,20260905,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
197,20260906,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
197,20260906,Spelare B,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
198,20260907,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
198,20260907,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
199,20260908,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
199,20260908,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,4,1.0
200,20260909,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
200,20260909,Spelare B,balanced,27,5,"baver,fiskgjuse,lo,radjur,trana",1,3,6,0.8889
201,20260910,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,6,0.6667
201,20260910,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
202,20260911,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
202,20260911,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
203,20260912,Spelare A,balanced,24,5,"baver,fiskgjuse,groda,radjur,trana",1,6,3,0.8889
203,20260912,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
204,20260913,Spelare A,balanced,24,5,"fiskgjuse,groda,lo,radjur,trana",0,4,6,0.6667
204,20260913,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,4,1.0
205,20260914,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,6,0.6667
205,20260914,Spelare B,balanced,24,5,"fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
206,20260915,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,7,0.7619
206,20260915,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
207,20260916,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
207,20260916,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
208,20260917,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
208,20260917,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
209,20260918,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
209,20260918,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
210,20260919,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
210,20260919,Spelare B,balanced,24,5,"baver,groda,lo,radjur,trana",2,6,3,0.8889
211,20260920,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
211,20260920,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
212,20260921,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
212,20260921,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
213,20260922,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
213,20260922,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
214,20260923,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
214,20260923,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
215,20260924,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
215,20260924,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
216,20260925,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
216,20260925,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
217,20260926,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,6,0.6667
217,20260926,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
218,20260927,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
218,20260927,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
219,20260928,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
219,20260928,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
220,20260929,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
220,20260929,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
221,20260930,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
221,20260930,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
222,20260931,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
222,20260931,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
223,20260932,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
223,20260932,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,6,0.6667
224,20260933,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,6,0.6667
224,20260933,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
225,20260934,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
225,20260934,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
226,20260935,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
226,20260935,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
227,20260936,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
227,20260936,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
228,20260937,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
228,20260937,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
229,20260938,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
229,20260938,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
230,20260939,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,4,1.0
230,20260939,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
231,20260940,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,5,4,0.8
231,20260940,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
232,20260941,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
232,20260941,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
233,20260942,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
233,20260942,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,4,0.6667
234,20260943,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
234,20260943,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
235,20260944,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
235,20260944,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
236,20260945,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
236,20260945,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
237,20260946,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
237,20260946,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,4,0.6667
238,20260947,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
238,20260947,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
239,20260948,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
239,20260948,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
240,20260949,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,3,6,0.8889
240,20260949,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
241,20260950,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
241,20260950,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,5,0.8
242,20260951,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
242,20260951,Spelare B,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,6,3,0.8889
243,20260952,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
243,20260952,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,3,6,0.8889
244,20260953,Spelare A,balanced,23,5,"baver,groda,lo,radjur,trana",1,6,4,0.6667
244,20260953,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,5,0.8
245,20260954,Spelare A,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
245,20260954,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
246,20260955,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
246,20260955,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,4,4,1.0
247,20260956,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
247,20260956,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,6,3,0.8889
248,20260957,Spelare A,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,4,6,0.6667
248,20260957,Spelare B,balanced,28,6,"baver,fiskgjuse,groda,lo,radjur,trana",0,6,3,0.8889
249,20260958,Spelare A,balanced,26,5,"fiskgjuse,groda,lo,radjur,trana",2,4,5,0.8
249,20260958,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,3,6,0.8889
250,20260959,Spelare A,balanced,30,6,"baver,fiskgjuse,groda,lo,radjur,trana",2,4,5,0.8
250,20260959,Spelare B,balanced,29,6,"baver,fiskgjuse,groda,lo,radjur,trana",1,5,4,0.8
